#instrument=ARROW,
#ra=308.9712,
#dec=40.6636,
#alt=NaN,
#az=NaN,
#tracking=true,
#startTime=1477310580,
#startTimeUTC=2019-10-24T13:05:00.566Z,
#user=is4555,
#fullScan=true,
#completeTime=1477310680,
#completeTimeUTC=2016-10-24T12:04:40.937Z,
frequency,intensity
1045000,3.311
1050000,3.369
1055000,3.452
1060000,3.408
1065000,3.423
1070000,3.333
1075000,3.32
1080000,3.352
1085000,3.347
1090000,3.445
1095000,3.416
1100000,3.398
1105000,3.384
1110000,3.416
1115000,3.408
1120000,3.425
1125000,3.428
1130000,3.389
1135000,3.428
1140000,3.362
1145000,3.347
1150000,3.428
1155000,3.359
1160000,3.42
1165000,3.374
1170000,3.418
1175000,3.406
1180000,3.42
1185000,3.389
1190000,3.438
1195000,3.418
1200000,3.435
1205000,3.423
1210000,3.428
1215000,3.474
1220000,3.359
1225000,3.386
1230000,3.457
1235000,3.435
1240000,3.408
1245000,3.435
1250000,3.445
1255000,3.386
1260000,3.445
1265000,3.501
1270000,3.457
1275000,3.447
1280000,3.398
1285000,3.457
1290000,3.464
1295000,3.438
1300000,3.418
