#instrument=ARROW,
#ra=308.9712,
#dec=40.6636,
#alt=NaN,
#az=NaN,
#tracking=true,
#startTime=1477310580,
#startTimeUTC=2019-10-24T13:05:00.566Z,
#user=is4555,
#fullScan=true,
#completeTime=1477310680,
#completeTimeUTC=2016-10-24T12:04:40.937Z,
frequency,intensity
365000,2.935
370000,2.954
375000,2.957
380000,2.952
385000,2.972
390000,2.949
395000,2.963
400000,2.945
405000,2.976
410000,2.987
415000,2.985
420000,2.995
425000,2.991
430000,2.972
435000,2.962
440000,3.011
445000,2.983
450000,2.999
455000,3.007
460000,3.003
465000,2.999
470000,3
475000,3.01
480000,3.011
485000,3.022
490000,3.01
495000,3.019
500000,3.028
505000,3.022
510000,3.018
515000,3.027
520000,3.034
525000,3.033
530000,3.036
535000,3.044
540000,3.043
545000,3.051
550000,3.041
555000,3.029
560000,3.056
565000,3.027
570000,3.036
575000,3.03
580000,3.071
585000,3.057
590000,3.065
595000,3.07
600000,3.067
605000,3.077
610000,3.078
615000,3.075
620000,3.084
625000,3.078
630000,3.094
635000,3.075
640000,3.074
645000,3.096
650000,3.068
655000,3.073
660000,3.098
665000,3.099
670000,3.123
675000,3.115
680000,3.1
685000,3.107
690000,3.093
695000,3.089
700000,3.137
705000,3.127
710000,3.111
715000,3.138
720000,3.139
725000,3.121
730000,3.114
735000,3.146
740000,3.157
745000,3.153
750000,3.163
755000,3.163
760000,3.126
765000,3.128
770000,3.155
775000,3.151
780000,3.169
785000,3.176
790000,3.139
795000,3.146
800000,3.185
805000,3.181
810000,3.146
815000,3.177
820000,3.162
825000,3.182
830000,3.178
835000,3.174
840000,3.162
845000,3.186
850000,3.208
855000,3.214
860000,3.193
865000,3.219
870000,3.214
875000,3.178
880000,3.187
885000,3.209
890000,3.211
895000,3.207
900000,3.229
905000,3.232
910000,3.244
915000,3.238
920000,3.208
925000,3.21
930000,3.229
935000,3.225
940000,3.24
945000,3.251
950000,3.256
955000,3.249
960000,3.227
965000,3.253
970000,3.242
975000,3.25
980000,3.237
985000,3.236
990000,3.247
995000,3.251
1000000,3.257
1005000,3.258
1010000,3.247
1015000,3.278
1020000,3.296
1025000,3.295
1030000,3.303
1035000,3.266
1040000,3.268
1045000,3.289
1050000,3.28
1055000,3.314
1060000,3.279
1065000,3.298
1070000,3.281
1075000,3.31
1080000,3.319
1085000,3.33
1090000,3.311
1095000,3.29
1100000,3.321
1105000,3.341
1110000,3.297
1115000,3.305
1120000,3.308
1125000,3.35
1130000,3.352
1135000,3.324
1140000,3.348
1145000,3.328
1150000,3.36
1155000,3.317
1160000,3.34
1165000,3.365
1170000,3.347
1175000,3.367
1180000,3.34
1185000,3.377
1190000,3.38
1195000,3.354
1200000,3.356
1205000,3.348
1210000,3.384
1215000,3.358
1220000,3.384
1225000,3.356
1230000,3.38
1235000,3.397
1240000,3.37
1245000,3.373
1250000,3.367
1255000,3.386
1260000,3.401
1265000,3.398
1270000,3.385
1275000,3.381
1280000,3.385
1285000,3.41
1290000,3.394
1295000,3.392
1300000,3.424
